"section_name","web_list","web_content","inc_type_name","inc_name","inc_time","incidentid","freewayid","expresswayid","directionid","inc_location","from_milepost","to_milepost","interchange","inc_blockage","inc_severity","inc_notify_time","inc_notify_mode","inc_end_time","inc_stepno","inc_step_time","area","latitude","longitude"
"南港系統(0) - 頭城(30)","國道5號北向30km","國道5號北向30km=>0km 施工","施工維護","施工","2020-08-18 02:29:00","202008180229290021","5","0","4",NA,30000,0,NA,"00000001","1","2020-08-18 02:29:00","0968151",NA,"1","2020-08-18 08:43:00","P","24.83154867","121.79078620"
"愛蘭(29) - 愛蘭(29)","國道6號西向29km","國道6號西向29km=>29km 事故","一般事件","事故","2020-08-18 16:00:37","20200818006148","6","0","2","愛蘭-北山",29000,29000,"N6_29400","1000000000","中","2020-08-18 16:01:06","專線電話",NA,"1",NA,"C","23.97920419","120.91772710"
"北山(25) - 愛蘭(29)","國道6號西向29km","國道6號西向29km=>27km 短期性施工","施工事件","短期性施工","2020-08-18 14:53:06","20200818005282","6","0","2","愛蘭-北山",29000,27000,NA,"1000000000","0","2020-08-18 14:53:06","施工通報",NA,"1","2020-08-18 14:53:06","C","23.97920419","120.91772710"
"北山(25) - 愛蘭(29)","國道6號東向27.46km","國道6號東向27.46km=>28.77km 中期性施工","施工事件","中期性施工","2020-08-18 13:39:55","20200818004594","6","0","1","北山-愛蘭",27469,28778,NA,"0100000000","0","2020-08-18 13:39:55","施工通報",NA,"1","2020-08-18 13:39:55","C","23.97889150","120.90212100"
"台南系統(6) - 新化系統(14)","國道8號西向11km","國道8號西向11km=>9km 施工維護","施工事件","施工維護","2020-08-18 09:01:00","20200818090140763400021","8","0","2",NA,11000,9000,NA,"00000000010000000000","1","2020-08-18 09:01:00","施工通報APP",NA,"1","2020-08-18 09:01:00","S","23.05881065","120.28989690"
"台南系統(6) - 新化系統(14)","國道8號東向9km","國道8號東向9km=>10.1km 施工維護","施工事件","施工維護","2020-08-17 07:31:00","20200817073145133400021","8","0","1",NA,9000,10100,NA,"11000000000000000000","2","2020-08-17 07:31:00","施工通報APP",NA,"1","2020-08-17 07:31:00","S","23.06811999","120.27347460"
"燕巢(13) - 燕巢系統(19)","國道10號西向18.4km","國道10號西向18.4km=>13.4km 移動性施工","施工事件","移動性施工","2020-08-18 12:55:00","20200818125449538400045","10","0","2",NA,18400,13400,NA,"00000000010000000000","0","2020-08-18 12:55:00","施工通報APP",NA,"1","2020-08-18 12:55:00","S","22.77592525","120.41873350"
"鼎金系統(1) - 燕巢(13)","國道10號東向5.1km","國道10號東向5.1km=>12.3km 施工維護","施工事件","施工維護","2020-08-18 09:02:00","20200818090159592400021","10","0","1",NA,5100,12300,NA,"22222222222222222222","1","2020-08-18 09:02:00","施工通報APP",NA,"1","2020-08-18 09:02:00","S","22.68869223","120.35637680"
"左營端(0) - 左營端(0)","國道10號東向0km","國道10號東向0km=>0km 長期性施工","施工事件","長期性施工","2020-02-13 21:57:00","20200213220026334400047","10","0","1",NA,0,0,"左營端東向入口","2222222222","1","2020-07-13 16:57:00",NA,NA,"12","2020-07-13 16:57:18","S","22.68015865","120.31189850"
"仁武(6) - 燕巢(13)","國道10號西向9km","國道10號西向9km=>8km 施工維護","施工事件","施工維護","2020-08-18 08:21:00","20200818082111404400021","10","0","2",NA,9000,8000,NA,"22222222222222222222","1","2020-08-18 08:21:00","施工通報APP",NA,"1","2020-08-18 08:21:00","S","22.72343024","120.35990140"
"里港(25) - 里港(25)","國道10號西向25.1km","國道10號西向25.1km=>25.1km 施工維護","施工事件","施工維護","2020-08-13 16:47:00","20200813164736567400021","10","0","2",NA,25100,25100,NA,"00000000000000000001","1","2020-08-13 16:47:00","施工通報APP",NA,"1","2020-08-13 16:47:00","S","22.79940948","120.47311520"
"松竹(22) - 松竹(22)","快速公路74號西向22.75km","快速公路74號西向22.75km=>22.75km 出口壅塞","壅塞事件","出口壅塞","2020-08-18 16:03:19","20200818006165","0","74","2","松竹-潭子",22750,22750,"T74_18847",NA,"0","2020-08-18 16:03:19","偵測器",NA,"1","2020-08-18 16:03:19","C","24.17817740","120.72108920"
"鹿草(18) - 嘉義系統(22)","快速公路82號東向21km","快速公路82號東向21km=>21km 散落物","一般事件","散落物","2020-08-18 14:20:00","20200818142021209400023","0","82","1",NA,21000,21000,NA,"00100000000000000000","2","2020-08-18 14:20:00",NA,NA,"1","2020-08-18 14:20:00","S","23.42735789","120.34192030"
"鳳山(2) - 萬丹(15)","快速公路88號東向5km","快速公路88號東向5km=>10km 移動性施工","施工事件","移動性施工","2020-08-18 14:26:00","20200818142554567400045","0","88","1",NA,5000,10000,NA,"01000000000000000000","0","2020-08-18 14:53:00",NA,NA,"2","2020-08-18 14:53:05","S","22.58939375","120.38690570"
"鳳山(2) - 鳳山(2)","快速公路88號西向2.2km","快速公路88號西向2.2km=>2.2km 出口壅塞","壅塞事件","出口壅塞","2020-08-18 14:20:10","20200818142000001400090","0","88","2",NA,2200,2200,"鳳山西向出口",NA,"0","2020-08-18 14:20:10",NA,NA,"1","2020-08-18 14:20:10","S","22.59026319","120.35976680"
"大寮(7) - 大寮(7)","快速公路88號東向7.02km","快速公路88號東向7.02km=>7.02km 出口壅塞","壅塞事件","出口壅塞","2020-08-18 15:01:11","20200818150100000400090","0","88","1",NA,7025,7025,"大寮東向出口",NA,"0","2020-08-18 15:01:11",NA,NA,"1","2020-08-18 15:01:11","S","22.58660448","120.40603220"
